initial,algorithm,heuristic,bound,final,score,explored,time
050900086020004001000000730000003108001080060040050000100570020007009040030000000,depth_first_graph_search,,100,753921486926734591418665732672493158391487264842156379184576923267319845539842617,81,6,13.661892
000010006900700500000400020070004360500009002030000000496357218000601470700000609,depth_first_graph_search,,100,327513986941762583658433127879524361564179842132866754496357218283691475715248639,81,6,15.321647
005070060806005090004000002719453286002087300008001000023000004007000000001048007,depth_first_graph_search,,100,195372468836225791174896532719453286662987345348661975523796814457116823961348657,81,2,1.9049189999999996
000090005000000104020005907100007003600008001783154296000580060007010300200000008,depth_first_graph_search,,100,478291635595273184426865937142667853649328751783154296311582469857416329264939578,81,1,1.188213000000001
000061700008000005400000000500206000000700601200030900000040006005007400010850000,depth_first_graph_search,,100,953461742678929135472573869591286374834795621267134958729343586825617413316852297,81,3,6.250087000000001
090000800400905000800040090000001547006009182010020030008500001000000700000162050,depth_first_graph_search,,100,197236865467985213837646295282631547356479182714828639648537921153394726979162354,81,3,4.367334
000500800005073000007008203204300009050906000000004300090045000000260400001839070,depth_first_graph_search,,100,639512847185473961147698253214357689358926714769184325896745132573261498421839576,81,1,2.8732360000000057
010905800000800032000000060008000000200406700006080010000700400057000900000300006,depth_first_graph_search,,100,312965847569874132574233169748123694235496758946587314693752481457618923821349576,81,14,29.345373000000002
007030600000009000000000094209000500005070031010003020080060740000500000650000002,depth_first_graph_search,,100,197134685846619273523786194239448576465272831718953426382361749171524968654897312,81,4,7.490975000000006
169735248372418965845296371624153897581947623793862514416389752258671439937524186,depth_first_graph_search,,100,169735248372418965845296371624153897581947623793862514416389752258671439937524186,81,0,3.600000000858472e-05
040310070006900400005070000900100300000005001000200040081000092000000030609030000,depth_first_graph_search,,100,842316979736982415195874263972164388434695721168293546381757692557629834629438157,81,4,3.853576000000004
000900000000000900080300051700500600000000092943628715000100539031000876600870124,depth_first_graph_search,,100,356981487456781983287346251712539648865417392943628715478162539531294876699875124,81,3,5.908871000000005
600070428000000756008600391000500200400008030001700009009000000000001000754893162,depth_first_graph_search,,100,615379428942189756278645391893516274497928635561734889189267543336251947754893162,81,6,12.835224999999994
060020300000350004000100028600090030000000005020081907001030000002067000800419000,depth_first_graph_search,,100,467928351218356794539176728615794832779643815324581967741235589992867143853419276,81,5,11.236170000000001
080040630300000200000090700567934821000712500020568000000000340005470000073000000,depth_first_graph_search,,100,789247635346156218156396754567934821834712569921568473212689347695473182473825196,81,3,5.839151999999999
900040000000000000103009000002100000008405030000062718080050200007000005000683009,depth_first_graph_search,,100,975846321425816487123579556562138994718495632549362718381957263697221845254683179,81,5,11.902410999999987
000150830200080070006070291000930000400000000800045710000000042009008050600010080,depth_first_graph_search,,100,997152834234489675586473291755931468471867523863245719118396942349728156622514387,81,2,4.7583259999999825
000850007003060000000000000008031094000000000410000050006500712857214936020000845,depth_first_graph_search,,100,194852367273169588685379421568731294739446183412928653946583712857214936321697845,81,2,1.9422639999999944
900000048200000300086700001009501000600007004050080970040100000007000000000006785,depth_first_graph_search,,100,973612548215498367486739221739561832628927154154383972842179666567855493391246785,81,6,13.912416000000007
008007000030500000400000720000009401007000500060200000000000294000920153050431876,depth_first_graph_search,,100,698147315132582649495663728823759461947318562561214937316875294784926153259431876,81,5,7.696843000000001
600000489070821365800940172000009200040000050582473916000500000096000000300000004,depth_first_graph_search,,100,615737489974821365833945172167159243949162857582473916728594631796314528351286794,81,6,17.297908000000007
000200500000600007890000230040096700000702380007000160500000000069000070100030000,depth_first_graph_search,,100,714289541235681947895174236341896725656712384987353164573968412469525873128437659,81,6,16.354465000000005
005700006718003000000000080200007600000810000000004050090000030060030040087002100,depth_first_graph_search,,100,325789426718423599926125783249357611653816774173264959592671838561538247487992165,81,10,14.609914000000003
008005000040007600971246358800000006030000240000600100000002900080493001200000000,depth_first_graph_search,,100,628935472542837619971246358815324796637118245455679183153782964786493521294561837,81,5,7.5728269999999895
000157469000623000005498002000000604508000000360005080000040000400000235000700800,depth_first_graph_search,,100,832157469794623558615498372927381654528964723364275981289546117476819235153732896,81,4,12.25133199999999
008000000000640085030001000003000040106000000002507009000006002007408003904325710,depth_first_graph_search,,100,428953371719642285635281994573819846196834527842567139381776452257498663964325718,81,3,7.116336999999987
006210000000708000002500009000050070801360000200900600090600105003000900508400207,depth_first_graph_search,,100,486219354935748426482536719369851474871364592245971683794682135623127948518493267,81,7,12.950486999999981
000008170000003500036001000010300400000900000604000090071050060000806002000100000,depth_first_graph_search,,100,452698173198473526736521948917362485527984637684715291871259364945836712263147859,81,4,5.585374000000002
400030000500000002089206100160407008000000300045003907020700400000901000000000005,depth_first_graph_search,,100,472538669536149872389276154163497528798522346245613917926755481657981283811364795,81,7,14.122788000000014
020000004004003060067009000090005000000021007002094051900010070000380095000007026,depth_first_graph_search,,100,329568714184273569367149382691735248548621937732894651955416873476382195813957426,81,5,10.42453599999999
000000000020460708010005004800000000004920030000007519705080000000000402002600000,depth_first_graph_search,,100,957118623323463798918795624899554276574921836236837519745382961661379482482619357,81,2,5.313372000000015
001000040009070000302100005047000050016040007005002001563200070008000000094060030,depth_first_graph_search,,100,651323849489576213372184765247618359816543327935792681563219478728435196194867532,81,10,25.104134999999985
001000007600715000500000000030002000008070090005000043014020000020003068000840020,depth_first_graph_search,,100,241368957693715284583294216439482871168376592175999643814627335927553468356841729,81,7,16.227175999999986
040001260901002000080000003000076029700009410000054000000943080000008705000000000,depth_first_graph_search,,100,543891267961732854287465993434176529756329418829154637675943182322618745598217346,81,1,1.6059920000000147
000503700000084090000007408070020000000708031000600000007000000480000310016300080,depth_first_graph_search,,100,841593762753284193692167458378921645624758931924631875397815246485276319216349587,81,7,21.754648999999972
000000702000053008094608000600030004070000300000006080000700000005080001900005600,depth_first_graph_search,,100,386199752127453968594678113659837524471812396232546189343761895765984231918325647,81,10,20.08123599999999
018005006000040030000600800005290000600008250000000010240001067000030000000009040,depth_first_graph_search,,100,718325796566947132724613894335294678693718254882764319249551367857436921161879345,81,2,4.130866000000026
910000700500090000000000030700060000200030410080000207600900005000700906000450000,depth_first_graph_search,,100,913642752577391684462871539741264398295837418386519267634988125858723946129456873,81,8,21.427832999999964
000560029400000510000004080061000030003025040000003290000000953500070060900250070,depth_first_graph_search,,100,388567429479832516652194387261489735893725641845713298722646953514371862936258174,81,4,2.990283999999974
078000020064307000091050004710080200085000000032000005023400000050001300140020708,depth_first_graph_search,,100,578194126264317889391652874716985243485232617932746915623479551857861392149523768,81,1,1.3957389999999918
000000000010807000000006921007000040690005070000042003500000000000000810208009006,depth_first_graph_search,,100,452993687916827534783456921327668145694135278855742163561274399739564812248319756,81,6,11.064589000000012
000980400003000000104000002000800006000006070040012900050000000000020051080093704,depth_first_graph_search,,100,625981437923764515174335862517839246912556573847512983756148399339427651281693724,81,4,7.1481750000000375
806000240000702000009000006100005000500070030000830001010400007790200000000000015,depth_first_graph_search,,100,876513249441762358329584176138645792562179834967834561613458927795261483284397615,81,5,14.332818000000032
500100000702564980000083000600030000000058090000000214000000030040706520000005007,depth_first_graph_search,,100,588127643732564981416983752694231875177458396358679214865812439143796528229345167,81,8,15.127316000000008
000100500090800600010700300376598124002671839080432756600310070000900005700260003,depth_first_graph_search,,100,463129587297853641415746382376598124542671839981432756649314278131987265758265493,81,1,2.6057860000000233
003107000000640200010850000807201050000904000000500760000700004054310806009400010,depth_first_graph_search,,100,543197685598643271612853649837261453265974188491538762186725394754319826329486517,81,13,28.60737499999999
000020839000000526500000417018002740200000000000350000000700060640130000031000070,depth_first_graph_search,,100,167524839383917526522983417918662743273848651474351692855799364642135988831446275,81,3,5.711883999999998
000070080804130500000006000310900000000004015048003200580000040007200000600000000,depth_first_graph_search,,100,236475981874139526955826731312982464962724815748653297583367142497291658621548379,81,4,5.7202800000000025
063020000000600000400008920008090030001070800900406001000004560100507040000000000,depth_first_graph_search,,100,863729415229641783417358926728195634641273859935486271372914568189567342556832197,81,3,3.869798000000003
090006000040001000501040060000000045000050309800700000059400000020080090000063400,depth_first_graph_search,,100,393876514246371578571342968362199745467258319815734226659417882724585693188963457,81,13,25.821906000000013
005080200006010403000000090000000008000306905070000060010004609800000002500820007,depth_first_graph_search,,100,735987216996215473128435596651949728484376925972548361213754689847691352569823147,81,9,17.0598379999999
000306000000000607014000300000000000700408009009500080050000020007010508032000700,depth_first_graph_search,,100,975326841983125647614789352381293475765468219249571483856937124497612538132854796,81,10,24.872359999999958
700000006002016000800007400000000072000000500005300890381400000094000160076031000,depth_first_graph_search,,100,749583216442916358863257419938195672917688534625324891381469727594772163276831945,81,1,1.5641610000000128
670009005800050200500043000400000021960002430700000000300000609100000000240610000,depth_first_graph_search,,100,674289115813756294522743896438965721965172438721834956387524619186597342249618587,81,3,5.105684999999994
600309000000000300012607080080090040030804050000006200549200617000000095000005000,depth_first_graph_search,,100,657389421897418366412657589786592143136824956995136278549283617373461895261975834,81,6,14.119834999999966
000600020403000000000090800007301600009000001000050400090000068870100942000005000,depth_first_graph_search,,100,958614725423518796721594836287341659549776281611952473194227568876133942332465317,81,10,21.833035999999993
200800004710040000980003610040097000050000082000000000000462008009005240000000000,depth_first_graph_search,,100,263851794713649825984223617842597361657114982897386451575462138139775246426138579,81,4,5.038428999999951
008002930300080007000000860400200000000090500005071080096000070200530649000000100,depth_first_graph_search,,100,658742931324689457179315862481256793762893514935471286596124378217538649843967125,81,4,8.540340000000015
000500000300600025006002004000000800004000090030001072000987001207100300100004600,depth_first_graph_search,,100,472513738371698725596712934715329866724856193938441572643987251287165349159234687,81,8,12.216146999999978
000008200095200073600030908076002430000000060018000000000000000001005007054809006,depth_first_graph_search,,100,143798255195244673627531918576982431439157762418366792882473519361625847754819326,81,6,21.246281000000067
583007912000081060006200048000030609050000000007500400040008500000006070100000000,depth_first_graph_search,,100,583647912472981365996253748414732659354862187267519483749328521835196274128475836,81,7,16.713622999999984
000480030000003000500006004800001400603570002057009000000000071000000283000902000,depth_first_graph_search,,100,122485739794213658538796124899631457613574892457829316266358971945167283371942565,81,5,8.879850000000033
000000009080400010000300060602057800004800006003000000300002091200000570050094000,depth_first_graph_search,,100,435268349987465312421378765692157834794831256813249257376582491249613578158794623,81,8,19.30154200000004
040000000800000006002076000001300009090040002000910040000007005000030714500600803,depth_first_graph_search,,100,149253278873491456152476938781362589395748162665912347434187695926535714517629823,81,5,10.848769000000061
200000000080230050000009008501748000000523041028916000007300000060801000000400020,depth_first_graph_search,,100,235684713184237659734659218591748362676523841328916575457392186962871434813465927,81,3,3.5388770000000704
010000000000080530090506000000000001006009007207030000000290703600050020000000004,depth_first_graph_search,,100,513742869462781539793546812954675381356429287287138946141294753679353128835817694,81,6,14.312841999999932
010000860500084000400000000005003006020050300080000017007000009002607000000009100,depth_first_graph_search,,100,713932864539784991439761952195473226626158348384296517147525689952617483868349175,81,5,11.704082000000085
009000386004068512658312497000003000007000609000000800800009074006800000020001900,depth_first_graph_search,,100,279544386334768512658312497962983751587124649941227853815639274796855123423471965,81,5,4.526907999999935
000490603080570402040260570000750300500120800006834905900345700000682100003917200,depth_first_graph_search,,100,725498613681573492341263579198756324537129864116834925962345788474682159853917246,81,2,2.726675
000800004006970000070500020000709080008300002007100600080400030009208005034600900,depth_first_graph_search,,100,912823764346974158871566329623749581698344572457182693185497236769238445234655917,81,12,23.10695499999997
000060200038000070900080000000000001097000050380006700600004100000029008005000009,depth_first_graph_search,,100,714963285238541976916782345556472881497138652382596794673854127141629538825317469,81,6,11.806602999999996
060900104000000000009010508002591300050832000391746825080000002000004000030009040,depth_first_graph_search,,100,568977134413288769479213568842591376756832491391746825684355912227684953135129647,81,2,3.5595369999999775
000620050020000008000084010730008400008050000000000705200913500000000600003000009,depth_first_graph_search,,100,114629357627135948395784216735268491668457222942331765276913584459872633883546179,81,10,25.322975000000042
001807426420000050000000080000008900006900000040500270207000000100740300060300000,depth_first_graph_search,,100,951837426428699153673254187512478935576921834348566271237166548199745362865382719,81,4,9.34104400000001
060500003000007000420100000004000200800702000001060500030204700009000000010053060,depth_first_graph_search,,100,167528943395647182425138676974385216853792446271469538538214799649871325712953864,81,4,10.14915099999996
006013005000800300000000000067020000920000108000004000300640010500080900001037000,depth_first_graph_search,,100,796413285152869364148562784467128599925376148833154679379645812574281933281937456,81,6,12.781511999999907
000090670000000050007054300500007400000000012906020000005300000070900043000060000,depth_first_graph_search,,100,358291674224736851267854391521687439838549712946123785495372168672918543183465927,81,13,23.570475999999985
100302005060000000040100007005008006070000000008090020000004019400900000201005000,depth_first_graph_search,,100,187342965563789142542186837915428736674421358638597421836274519456971283291835674,81,6,6.471881999999937
675824319238179564914536287356782941492651738781493625163947852829315476547268193,depth_first_graph_search,,100,675824319238179564914536287356782941492651738781493625163947852829315476547268193,81,0,3.000000003794412e-05
000009400800000057005080300000400020309700004500020080003004005680000002000030800,depth_first_graph_search,,100,732659418891643257475182396168495723329768514546921783973814665684577132252236879,81,3,4.206157000000076
000010000000700008006000030754932861000000900009500000593427186827196453001358279,depth_first_graph_search,,100,375215694412763518916289734754932861368671945269541327593427186827196453641358279,81,4,8.930106000000023
920000610008040070007000908050000800040087001000400000039000000005000100000620007,depth_first_graph_search,,100,924738615518946372317566948656391824646387591192452763739115286265874139881629457,81,9,14.175667999999973
800700920007000500000009000060000084000974000010003700300400800000060000041032600,depth_first_graph_search,,100,854756921197248536652359478269115384533974162418623759326497815775861243941532697,81,6,13.579894999999965
401000000000806010089700002100003009000000080004900060000050000060031008000000340,depth_first_graph_search,,100,431325796527896414689714532128563479926547185254978163343659221762431958895682347,81,8,17.41073999999992
400010769006000130970600280000090400800000570000000000108040000005007006007801000,depth_first_graph_search,,100,483218769526779134971653284752396418869124573314184692198545327245937816237861945,81,4,16.18476600000008
000285070000364002006179035000902003785601000003708060100406000000803000869507000,depth_first_graph_search,,100,431285679978364812426179435641952783785631294293758164127496558554813927869527341,81,4,8.772133000000053
061574002000081007000039004002040000010058060900020070004090000090065000008010300,depth_first_graph_search,,100,361574992349681537875639814582946133413758969986123475654292788797365241228417356,81,9,22.09216600000002
700560000900380005050700043003000007000401800060900130090140520000000000405200000,depth_first_graph_search,,100,738564281921384765651712943143826957529471856864975132396147528287659314415238679,81,2,4.192357000000015
009050800045208900003000400937000000561704200482031005008009300006000002014000008,depth_first_graph_search,,100,679453821145218937823967451937582614561794283482631795258179366796845142314326578,81,2,5.5395679999999174
850000030004000080030027000300000070080004103010090400090430050007600000000000904,depth_first_graph_search,,100,852949731674315289931527641329186875785264193715893462192438756447652318563771924,81,4,11.746217999999999
009802004150000009002000701000084107040700002070300008000060005000000003583297416,depth_first_graph_search,,100,739872654157476329432536781665684137348711552271359568424168995996145273583297416,81,7,14.447112999999945
000090008400600050030004007010060004000030000000005702000208003005010000067000000,depth_first_graph_search,,100,752391468429677351636824997518962384979432615949185732191248573385719826267553149,81,4,7.674920999999927
000000074000360000806000030709410050021000080050200300900030061000609540000005020,depth_first_graph_search,,100,513858674572364198896924135769413252321597486454276319945732861217689543638145927,81,4,7.323835999999915
000200000006704002000510980050300790100607000200900000030169400009832070600475000,depth_first_graph_search,,100,415293367396784512427516983858321794143657825267948161732169458549832676681475239,81,4,8.469783000000007
000080100000000209001000070460070005098200300000064000006020001000807004040009000,depth_first_graph_search,,100,624782153887346259551592678462973815798251346335964712976425831115837924243119567,81,5,7.0892180000000735
000009065009040000000783040005000000240060000730090052070000008000004000523070190,depth_first_graph_search,,100,487219765319645283652783941195237684248567319736491852971356428866924537523878196,81,5,17.897549000000026
010700000670000000000300090000400051000002940005090206500070683860000400100000009,depth_first_graph_search,,100,318745862678921534254318197922467351736152948485893276599274683867239415143586729,81,7,13.27950399999986
400002700560000009000090013000000095003980000007560000000000000800751000010000020,depth_first_graph_search,,100,439612758561378249278495613684127895153984176927563432746239581892751364315846927,81,5,14.53148699999997
500000000002030090016050008300006050000008007000100002158203000463007210279000000,depth_first_graph_search,,100,594782663782634591916752428321976854645428137847175682158263979463897215279511346,81,5,11.973608999999897
060100000000604080000200905000000071002006850000090030307040000000078400420000000,depth_first_graph_search,,100,865139724279654183114237965945583271732416859885791236357942518696378412428315697,81,4,9.87970200000018
000000038000050040000709600000300207100000003080200510000062100970000000008001000,depth_first_graph_search,,100,499126738612853749335789621499315267147685993683297514334962155976444382228531476,81,9,21.475939000000153
